aperture_image,correct_image,isCorrect,participant,source,rs_rt_n,nam_unn
Nam2/inanimate10e_ap.jpg,Nam2/inanimate10e.jpg,TRUE,608,set1,RT,nam
Nam2/inanimate10_ap.jpg,Nam2/inanimate10.jpg,FALSE,608,set1,N,nam
unn2/abstract08_ap.jpg,unn2/abstract08.jpg,TRUE,608,set1,N,unn
unn2/abstract08c_ap.jpg,unn2/abstract08c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate01b_ap.jpg,Nam2/inanimate01b.jpg,TRUE,608,set1,RS,nam
unn2/abstract03d_ap.jpg,unn2/abstract03d.jpg,FALSE,608,set1,RT,unn
Nam2/inanimate01c_ap.jpg,Nam2/inanimate01c.jpg,FALSE,608,set1,RS,nam
unn2/abstract03a_ap.jpg,unn2/abstract03a.jpg,TRUE,608,set1,N,unn
unn2/abstract03b_ap.jpg,unn2/abstract03b.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate01d_ap.jpg,Nam2/inanimate01d.jpg,FALSE,608,set1,RT,nam
unn2/abstract03e_ap.jpg,unn2/abstract03e.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate01a_ap.jpg,Nam2/inanimate01a.jpg,TRUE,608,set1,N,nam
Nam2/inanimate01e_ap.jpg,Nam2/inanimate01e.jpg,FALSE,608,set1,RT,nam
Nam2/inanimate01_ap.jpg,Nam2/inanimate01.jpg,TRUE,608,set1,N,nam
unn2/abstract03_ap.jpg,unn2/abstract03.jpg,TRUE,608,set1,N,unn
unn2/abstract03c_ap.jpg,unn2/abstract03c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate08b_ap.jpg,Nam2/inanimate08b.jpg,TRUE,608,set1,RS,nam
unn2/abstract01d_ap.jpg,unn2/abstract01d.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate08c_ap.jpg,Nam2/inanimate08c.jpg,TRUE,608,set1,RS,nam
unn2/abstract01a_ap.jpg,unn2/abstract01a.jpg,FALSE,608,set1,N,unn
unn2/abstract01b_ap.jpg,unn2/abstract01b.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate08d_ap.jpg,Nam2/inanimate08d.jpg,TRUE,608,set1,RT,nam
unn2/abstract01e_ap.jpg,unn2/abstract01e.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate08a_ap.jpg,Nam2/inanimate08a.jpg,TRUE,608,set1,N,nam
Nam2/inanimate08e_ap.jpg,Nam2/inanimate08e.jpg,TRUE,608,set1,RT,nam
Nam2/inanimate08_ap.jpg,Nam2/inanimate08.jpg,FALSE,608,set1,N,nam
unn2/abstract01_ap.jpg,unn2/abstract01.jpg,TRUE,608,set1,N,unn
unn2/abstract01c_ap.jpg,unn2/abstract01c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate09b_ap.jpg,Nam2/inanimate09b.jpg,TRUE,608,set1,RS,nam
unn2/abstract05d_ap.jpg,unn2/abstract05d.jpg,FALSE,608,set1,RT,unn
Nam2/inanimate09c_ap.jpg,Nam2/inanimate09c.jpg,TRUE,608,set1,RS,nam
unn2/abstract05a_ap.jpg,unn2/abstract05a.jpg,TRUE,608,set1,N,unn
unn2/abstract05b_ap.jpg,unn2/abstract05b.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate09d_ap.jpg,Nam2/inanimate09d.jpg,TRUE,608,set1,RT,nam
unn2/abstract05e_ap.jpg,unn2/abstract05e.jpg,FALSE,608,set1,RT,unn
Nam2/inanimate09a_ap.jpg,Nam2/inanimate09a.jpg,TRUE,608,set1,N,nam
Nam2/inanimate09e_ap.jpg,Nam2/inanimate09e.jpg,FALSE,608,set1,RT,nam
Nam2/inanimate09_ap.jpg,Nam2/inanimate09.jpg,FALSE,608,set1,N,nam
unn2/abstract05_ap.jpg,unn2/abstract05.jpg,FALSE,608,set1,N,unn
unn2/abstract05c_ap.jpg,unn2/abstract05c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate06_ap.jpg,Nam2/inanimate06.jpg,TRUE,608,set1,N,nam
unn2/abstract04d_ap.jpg,unn2/abstract04d.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate06e_ap.jpg,Nam2/inanimate06e.jpg,TRUE,608,set1,RT,nam
unn2/abstract04b_ap.jpg,unn2/abstract04b.jpg,TRUE,608,set1,RS,unn
unn2/abstract04a_ap.jpg,unn2/abstract04a.jpg,TRUE,608,set1,N,unn
Nam2/inanimate06a_ap.jpg,Nam2/inanimate06a.jpg,TRUE,608,set1,N,nam
Nam2/inanimate06b_ap.jpg,Nam2/inanimate06b.jpg,FALSE,608,set1,RS,nam
unn2/abstract04_ap.jpg,unn2/abstract04.jpg,TRUE,608,set1,N,unn
unn2/abstract04e_ap.jpg,unn2/abstract04e.jpg,TRUE,608,set1,RT,unn
unn2/abstract04c_ap.jpg,unn2/abstract04c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate06d_ap.jpg,Nam2/inanimate06d.jpg,TRUE,608,set1,RT,nam
Nam2/inanimate06c_ap.jpg,Nam2/inanimate06c.jpg,FALSE,608,set1,RS,nam
Nam2/inanimate04b_ap.jpg,Nam2/inanimate04b.jpg,TRUE,608,set1,RS,nam
unn2/abstract07d_ap.jpg,unn2/abstract07d.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate04c_ap.jpg,Nam2/inanimate04c.jpg,TRUE,608,set1,RS,nam
unn2/abstract07a_ap.jpg,unn2/abstract07a.jpg,TRUE,608,set1,N,unn
unn2/abstract07b_ap.jpg,unn2/abstract07b.jpg,FALSE,608,set1,RS,unn
Nam2/inanimate04d_ap.jpg,Nam2/inanimate04d.jpg,FALSE,608,set1,RT,nam
unn2/abstract07e_ap.jpg,unn2/abstract07e.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate04a_ap.jpg,Nam2/inanimate04a.jpg,TRUE,608,set1,N,nam
Nam2/inanimate04e_ap.jpg,Nam2/inanimate04e.jpg,TRUE,608,set1,RT,nam
Nam2/inanimate04_ap.jpg,Nam2/inanimate04.jpg,TRUE,608,set1,N,nam
unn2/abstract07_ap.jpg,unn2/abstract07.jpg,FALSE,608,set1,N,unn
unn2/abstract07c_ap.jpg,unn2/abstract07c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate05b_ap.jpg,Nam2/inanimate05b.jpg,TRUE,608,set1,RS,nam
unn2/abstract02d_ap.jpg,unn2/abstract02d.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate05c_ap.jpg,Nam2/inanimate05c.jpg,TRUE,608,set1,RS,nam
unn2/abstract02a_ap.jpg,unn2/abstract02a.jpg,FALSE,608,set1,N,unn
unn2/abstract02b_ap.jpg,unn2/abstract02b.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate05d_ap.jpg,Nam2/inanimate05d.jpg,TRUE,608,set1,RT,nam
unn2/abstract02e_ap.jpg,unn2/abstract02e.jpg,TRUE,608,set1,RT,unn
Nam2/inanimate05a_ap.jpg,Nam2/inanimate05a.jpg,FALSE,608,set1,N,nam
Nam2/inanimate05e_ap.jpg,Nam2/inanimate05e.jpg,TRUE,608,set1,RT,nam
Nam2/inanimate05_ap.jpg,Nam2/inanimate05.jpg,TRUE,608,set1,N,nam
unn2/abstract02_ap.jpg,unn2/abstract02.jpg,TRUE,608,set1,N,unn
unn2/abstract02c_ap.jpg,unn2/abstract02c.jpg,TRUE,608,set1,RS,unn
Nam2/inanimate01a.jpg,Nam2/inanimate01a.jpg,NA,608,set2,N,nam
unn2/abstract09d_ap.jpg,unn2/abstract09d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate03e_ap.jpg,Nam2/inanimate03e.jpg,TRUE,608,set2,RT,nam
unn2/abstract09e_ap.jpg,unn2/abstract09e.jpg,TRUE,608,set2,RT,unn
unn2/abstract09b_ap.jpg,unn2/abstract09b.jpg,TRUE,608,set2,RS,unn
unn2/abstract09a_ap.jpg,unn2/abstract09a.jpg,TRUE,608,set2,N,unn
Nam2/inanimate03d_ap.jpg,Nam2/inanimate03d.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate03_ap.jpg,Nam2/inanimate03.jpg,TRUE,608,set2,N,nam
Nam2/inanimate03a_ap.jpg,Nam2/inanimate03a.jpg,TRUE,608,set2,N,nam
Nam2/inanimate03c_ap.jpg,Nam2/inanimate03c.jpg,TRUE,608,set2,RS,nam
unn2/abstract09c_ap.jpg,unn2/abstract09c.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate03b_ap.jpg,Nam2/inanimate03b.jpg,FALSE,608,set2,RS,nam
unn2/abstract09_ap.jpg,unn2/abstract09.jpg,FALSE,608,set2,N,unn
Nam2/inanimate10b_ap.jpg,Nam2/inanimate10b.jpg,TRUE,608,set2,RS,nam
unn2/abstract08d_ap.jpg,unn2/abstract08d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate10c_ap.jpg,Nam2/inanimate10c.jpg,FALSE,608,set2,RS,nam
unn2/abstract08a_ap.jpg,unn2/abstract08a.jpg,FALSE,608,set2,N,unn
unn2/abstract08b_ap.jpg,unn2/abstract08b.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate10d_ap.jpg,Nam2/inanimate10d.jpg,TRUE,608,set2,RT,nam
unn2/abstract08e_ap.jpg,unn2/abstract08e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate10a_ap.jpg,Nam2/inanimate10a.jpg,FALSE,608,set2,N,nam
Nam2/inanimate10e_ap.jpg,Nam2/inanimate10e.jpg,FALSE,608,set2,RT,nam
Nam2/inanimate10_ap.jpg,Nam2/inanimate10.jpg,FALSE,608,set2,N,nam
unn2/abstract08_ap.jpg,unn2/abstract08.jpg,FALSE,608,set2,N,unn
unn2/abstract08c_ap.jpg,unn2/abstract08c.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate01b_ap.jpg,Nam2/inanimate01b.jpg,TRUE,608,set2,RS,nam
unn2/abstract03d_ap.jpg,unn2/abstract03d.jpg,FALSE,608,set2,RT,unn
Nam2/inanimate01c_ap.jpg,Nam2/inanimate01c.jpg,FALSE,608,set2,RS,nam
unn2/abstract03a_ap.jpg,unn2/abstract03a.jpg,TRUE,608,set2,N,unn
unn2/abstract03b_ap.jpg,unn2/abstract03b.jpg,FALSE,608,set2,RS,unn
Nam2/inanimate01d_ap.jpg,Nam2/inanimate01d.jpg,FALSE,608,set2,RT,nam
unn2/abstract03e_ap.jpg,unn2/abstract03e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate01a_ap.jpg,Nam2/inanimate01a.jpg,FALSE,608,set2,N,nam
Nam2/inanimate01e_ap.jpg,Nam2/inanimate01e.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate01_ap.jpg,Nam2/inanimate01.jpg,FALSE,608,set2,N,nam
unn2/abstract03_ap.jpg,unn2/abstract03.jpg,TRUE,608,set2,N,unn
unn2/abstract03c_ap.jpg,unn2/abstract03c.jpg,FALSE,608,set2,RS,unn
Nam2/inanimate08b_ap.jpg,Nam2/inanimate08b.jpg,TRUE,608,set2,RS,nam
unn2/abstract01d_ap.jpg,unn2/abstract01d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate08c_ap.jpg,Nam2/inanimate08c.jpg,TRUE,608,set2,RS,nam
unn2/abstract01a_ap.jpg,unn2/abstract01a.jpg,TRUE,608,set2,N,unn
unn2/abstract01b_ap.jpg,unn2/abstract01b.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate08d_ap.jpg,Nam2/inanimate08d.jpg,TRUE,608,set2,RT,nam
unn2/abstract01e_ap.jpg,unn2/abstract01e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate08a_ap.jpg,Nam2/inanimate08a.jpg,FALSE,608,set2,N,nam
Nam2/inanimate08e_ap.jpg,Nam2/inanimate08e.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate08_ap.jpg,Nam2/inanimate08.jpg,FALSE,608,set2,N,nam
unn2/abstract01_ap.jpg,unn2/abstract01.jpg,TRUE,608,set2,N,unn
unn2/abstract01c_ap.jpg,unn2/abstract01c.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate09b_ap.jpg,Nam2/inanimate09b.jpg,TRUE,608,set2,RS,nam
unn2/abstract05d_ap.jpg,unn2/abstract05d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate09c_ap.jpg,Nam2/inanimate09c.jpg,TRUE,608,set2,RS,nam
unn2/abstract05a_ap.jpg,unn2/abstract05a.jpg,TRUE,608,set2,N,unn
unn2/abstract05b_ap.jpg,unn2/abstract05b.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate09d_ap.jpg,Nam2/inanimate09d.jpg,TRUE,608,set2,RT,nam
unn2/abstract05e_ap.jpg,unn2/abstract05e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate09a_ap.jpg,Nam2/inanimate09a.jpg,TRUE,608,set2,N,nam
Nam2/inanimate09e_ap.jpg,Nam2/inanimate09e.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate09_ap.jpg,Nam2/inanimate09.jpg,FALSE,608,set2,N,nam
unn2/abstract05_ap.jpg,unn2/abstract05.jpg,FALSE,608,set2,N,unn
unn2/abstract05c_ap.jpg,unn2/abstract05c.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate06b_ap.jpg,Nam2/inanimate06b.jpg,FALSE,608,set2,RS,nam
unn2/abstract04d_ap.jpg,unn2/abstract04d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate06c_ap.jpg,Nam2/inanimate06c.jpg,FALSE,608,set2,RS,nam
unn2/abstract04a_ap.jpg,unn2/abstract04a.jpg,TRUE,608,set2,N,unn
unn2/abstract04b_ap.jpg,unn2/abstract04b.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate06d_ap.jpg,Nam2/inanimate06d.jpg,TRUE,608,set2,RT,nam
unn2/abstract04e_ap.jpg,unn2/abstract04e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate06a_ap.jpg,Nam2/inanimate06a.jpg,TRUE,608,set2,N,nam
Nam2/inanimate06e_ap.jpg,Nam2/inanimate06e.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate06_ap.jpg,Nam2/inanimate06.jpg,TRUE,608,set2,N,nam
unn2/abstract04_ap.jpg,unn2/abstract04.jpg,TRUE,608,set2,N,unn
unn2/abstract04c_ap.jpg,unn2/abstract04c.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate04b_ap.jpg,Nam2/inanimate04b.jpg,TRUE,608,set2,RS,nam
unn2/abstract07d_ap.jpg,unn2/abstract07d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate04c_ap.jpg,Nam2/inanimate04c.jpg,FALSE,608,set2,RS,nam
unn2/abstract07a_ap.jpg,unn2/abstract07a.jpg,FALSE,608,set2,N,unn
unn2/abstract07b_ap.jpg,unn2/abstract07b.jpg,TRUE,608,set2,RS,unn
Nam2/inanimate04d_ap.jpg,Nam2/inanimate04d.jpg,FALSE,608,set2,RT,nam
unn2/abstract07e_ap.jpg,unn2/abstract07e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate04a_ap.jpg,Nam2/inanimate04a.jpg,TRUE,608,set2,N,nam
Nam2/inanimate04e_ap.jpg,Nam2/inanimate04e.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate04_ap.jpg,Nam2/inanimate04.jpg,FALSE,608,set2,N,nam
unn2/abstract07_ap.jpg,unn2/abstract07.jpg,TRUE,608,set2,N,unn
unn2/abstract07c_ap.jpg,unn2/abstract07c.jpg,FALSE,608,set2,RS,unn
Nam2/inanimate05b_ap.jpg,Nam2/inanimate05b.jpg,TRUE,608,set2,RS,nam
unn2/abstract02d_ap.jpg,unn2/abstract02d.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate05c_ap.jpg,Nam2/inanimate05c.jpg,TRUE,608,set2,RS,nam
unn2/abstract02a_ap.jpg,unn2/abstract02a.jpg,FALSE,608,set2,N,unn
unn2/abstract02b_ap.jpg,unn2/abstract02b.jpg,FALSE,608,set2,RS,unn
Nam2/inanimate05d_ap.jpg,Nam2/inanimate05d.jpg,NA,608,set2,RT,nam
unn2/abstract02e_ap.jpg,unn2/abstract02e.jpg,TRUE,608,set2,RT,unn
Nam2/inanimate05a_ap.jpg,Nam2/inanimate05a.jpg,TRUE,608,set2,N,nam
Nam2/inanimate05e_ap.jpg,Nam2/inanimate05e.jpg,TRUE,608,set2,RT,nam
Nam2/inanimate05_ap.jpg,Nam2/inanimate05.jpg,TRUE,608,set2,N,nam
unn2/abstract02_ap.jpg,unn2/abstract02.jpg,TRUE,608,set2,N,unn
unn2/abstract02c_ap.jpg,unn2/abstract02c.jpg,TRUE,608,set2,RS,unn
